name,value,type,action,profile,reason
CAL_MAG_ROT_AUTO,1,6,exclude,,hardware calibration belongs to the Gazebo/SITL sensor model
CAL_MAG_SIDES,63,6,exclude,,hardware calibration belongs to the Gazebo/SITL sensor model
CAM_CAP_FBACK,0,6,exclude,,not selected by FS150 SITL policy
CBRK_AIRSPD_CHK,0,6,exclude,,not selected by FS150 SITL policy
CBRK_BUZZER,0,6,exclude,,not selected by FS150 SITL policy
CBRK_ENGINEFAIL,284953,6,exclude,,not selected by FS150 SITL policy
CBRK_FLIGHTTERM,121212,6,exclude,,not selected by FS150 SITL policy
CBRK_RATE_CTRL,0,6,exclude,,not selected by FS150 SITL policy
CBRK_SUPPLY_CHK,0,6,exclude,,not selected by FS150 SITL policy
CBRK_USB_CHK,197848,6,exclude,,not selected by FS150 SITL policy
CBRK_VELPOSERR,0,6,exclude,,not selected by FS150 SITL policy
CBRK_VTOLARMING,0,6,exclude,,not selected by FS150 SITL policy
COM_ARM_AUTH_ID,10,6,exclude,,not selected by FS150 SITL policy
COM_ARM_AUTH_MET,0,6,exclude,,not selected by FS150 SITL policy
COM_ARM_AUTH_REQ,0,6,exclude,,not selected by FS150 SITL policy
COM_ARM_AUTH_TO,1.000000000000000000,9,exclude,,not selected by FS150 SITL policy
COM_ARM_CHK_ESCS,0,6,exclude,,not selected by FS150 SITL policy
COM_ARM_EKF_HGT,1.000000000000000000,9,exclude,,not selected by FS150 SITL policy
COM_ARM_EKF_POS,0.500000000000000000,9,exclude,,not selected by FS150 SITL policy
COM_ARM_EKF_VEL,0.500000000000000000,9,exclude,,not selected by FS150 SITL policy
COM_ARM_EKF_YAW,0.500000000000000000,9,exclude,,not selected by FS150 SITL policy
COM_ARM_IMU_ACC,0.699999988079071045,9,exclude,,not selected by FS150 SITL policy
COM_ARM_IMU_GYR,0.250000000000000000,9,exclude,,not selected by FS150 SITL policy
COM_ARM_MAG_ANG,45,6,exclude,,not selected by FS150 SITL policy
COM_ARM_MAG_STR,1,6,exclude,,not selected by FS150 SITL policy
COM_ARM_MIS_REQ,0,6,exclude,,not selected by FS150 SITL policy
COM_ARM_SDCARD,1,6,exclude,,not selected by FS150 SITL policy
COM_ARM_SWISBTN,0,6,exclude,,not selected by FS150 SITL policy
COM_ARM_WO_GPS,1,6,exclude,,not selected by FS150 SITL policy
COM_CPU_MAX,90.000000000000000000,9,exclude,,not selected by FS150 SITL policy
COM_DISARM_LAND,1.000000000000000000,9,include,safety,matched safety:COM_DISARM_LAND
COM_DISARM_PRFLT,10.000000000000000000,9,exclude,,not selected by FS150 SITL policy
COM_DL_LOSS_T,5,6,include,safety,matched safety:COM_DL_LOSS_T
COM_EF_C2T,5.000000000000000000,9,exclude,,not selected by FS150 SITL policy
COM_EF_THROT,0.500000000000000000,9,exclude,,not selected by FS150 SITL policy
COM_EF_TIME,10.000000000000000000,9,exclude,,not selected by FS150 SITL policy
COM_FLIGHT_UUID,454,6,exclude,,not selected by FS150 SITL policy
COM_FLTMODE1,8,6,exclude,,not selected by FS150 SITL policy
COM_FLTMODE2,-1,6,exclude,,not selected by FS150 SITL policy
COM_FLTMODE3,-1,6,exclude,,not selected by FS150 SITL policy
COM_FLTMODE4,1,6,exclude,,not selected by FS150 SITL policy
COM_FLTMODE5,-1,6,exclude,,not selected by FS150 SITL policy
COM_FLTMODE6,2,6,exclude,,not selected by FS150 SITL policy
COM_FLT_PROFILE,0,6,exclude,,not selected by FS150 SITL policy
COM_HLDL_LOSS_T,120,6,exclude,,not selected by FS150 SITL policy
COM_HLDL_REG_T,0,6,exclude,,not selected by FS150 SITL policy
COM_HOME_H_T,5.000000000000000000,9,exclude,,not selected by FS150 SITL policy
COM_HOME_IN_AIR,0,6,exclude,,not selected by FS150 SITL policy
COM_HOME_V_T,10.000000000000000000,9,exclude,,not selected by FS150 SITL policy
COM_KILL_DISARM,0.000000000000000000,9,include,safety,matched safety:COM_KILL_DISARM
COM_LKDOWN_TKO,3.000000000000000000,9,exclude,,not selected by FS150 SITL policy
COM_LOW_BAT_ACT,2,6,include,power,matched power:COM_LOW_BAT_ACT
COM_MOT_TEST_EN,1,6,exclude,,not selected by FS150 SITL policy
COM_OBC_LOSS_T,5.000000000000000000,9,exclude,,not selected by FS150 SITL policy
COM_OBL_ACT,0,6,exclude,,not selected by FS150 SITL policy
COM_OBL_RC_ACT,0,6,exclude,,not selected by FS150 SITL policy
COM_OBS_AVOID,0,6,exclude,,not selected by FS150 SITL policy
COM_OF_LOSS_T,1.000000000000000000,9,exclude,,not selected by FS150 SITL policy
COM_POSCTL_NAVL,0,6,exclude,,not selected by FS150 SITL policy
COM_POS_FS_DELAY,1,6,exclude,,not selected by FS150 SITL policy
COM_POS_FS_EPH,5.000000000000000000,9,exclude,,not selected by FS150 SITL policy
COM_POS_FS_EPV,10.000000000000000000,9,exclude,,not selected by FS150 SITL policy
COM_POS_FS_GAIN,10,6,exclude,,not selected by FS150 SITL policy
COM_POS_FS_PROB,30,6,exclude,,not selected by FS150 SITL policy
COM_POWER_COUNT,1,6,exclude,,not selected by FS150 SITL policy
COM_PREARM_MODE,0,6,exclude,,not selected by FS150 SITL policy
COM_RCL_ACT_T,15.000000000000000000,9,exclude,,not selected by FS150 SITL policy
COM_RCL_EXCEPT,0,6,exclude,,not selected by FS150 SITL policy
COM_RC_ARM_HYST,1000,6,exclude,,RC simulation is not part of this wrapper
COM_RC_IN_MODE,0,6,exclude,,RC simulation is not part of this wrapper
COM_RC_LOSS_T,0.500000000000000000,9,exclude,,RC simulation is not part of this wrapper
COM_RC_OVERRIDE,1,6,exclude,,RC simulation is not part of this wrapper
COM_RC_STICK_OV,30.000000000000000000,9,exclude,,RC simulation is not part of this wrapper
COM_REARM_GRACE,1,6,exclude,,not selected by FS150 SITL policy
COM_TAKEOFF_ACT,0,6,exclude,,not selected by FS150 SITL policy
COM_VEL_FS_EVH,1.000000000000000000,9,exclude,,not selected by FS150 SITL policy
CP_DELAY,0.400000005960464478,9,exclude,,not selected by FS150 SITL policy
CP_DIST,-1.000000000000000000,9,exclude,,not selected by FS150 SITL policy
CP_GO_NO_DATA,0,6,exclude,,not selected by FS150 SITL policy
CP_GUIDE_ANG,30.000000000000000000,9,exclude,,not selected by FS150 SITL policy
EKF2_ABIAS_INIT,0.200000002980232239,9,exclude,,not selected by FS150 SITL policy
EKF2_ABL_ACCLIM,25.000000000000000000,9,exclude,,not selected by FS150 SITL policy
EKF2_ABL_GYRLIM,3.000000000000000000,9,exclude,,not selected by FS150 SITL policy
EKF2_ABL_LIM,0.400000005960464478,9,exclude,,not selected by FS150 SITL policy
EKF2_ABL_TAU,0.500000000000000000,9,exclude,,not selected by FS150 SITL policy
EKF2_ACC_B_NOISE,0.003000000026077032,9,exclude,,not selected by FS150 SITL policy
EKF2_ACC_NOISE,0.349999994039535522,9,exclude,,not selected by FS150 SITL policy
EKF2_AID_MASK,24,6,include,estimator_mocap,matched estimator_mocap:EKF2_AID_MASK
EKF2_ANGERR_INIT,0.100000001490116119,9,exclude,,not selected by FS150 SITL policy
EKF2_ARSP_THR,0.000000000000000000,9,exclude,,not selected by FS150 SITL policy
EKF2_ASPD_MAX,20.000000000000000000,9,exclude,,not selected by FS150 SITL policy
EKF2_ASP_DELAY,100.000000000000000000,9,exclude,,not selected by FS150 SITL policy
EKF2_AVEL_DELAY,5.000000000000000000,9,exclude,,not selected by FS150 SITL policy
EKF2_BARO_DELAY,0.000000000000000000,9,exclude,,not selected by FS150 SITL policy
EKF2_BARO_GATE,5.000000000000000000,9,exclude,,not selected by FS150 SITL policy
EKF2_BARO_NOISE,3.500000000000000000,9,exclude,,estimator sensor offsets/calibration belong to the simulated sensor stack
EKF2_BCOEF_X,25.000000000000000000,9,exclude,,not selected by FS150 SITL policy
EKF2_BCOEF_Y,25.000000000000000000,9,exclude,,not selected by FS150 SITL policy
EKF2_BETA_GATE,5.000000000000000000,9,exclude,,not selected by FS150 SITL policy
EKF2_BETA_NOISE,0.300000011920928955,9,exclude,,not selected by FS150 SITL policy
EKF2_DECL_TYPE,7,6,exclude,,not selected by FS150 SITL policy
EKF2_DRAG_NOISE,2.500000000000000000,9,exclude,,not selected by FS150 SITL policy
EKF2_EAS_NOISE,1.399999976158142090,9,exclude,,not selected by FS150 SITL policy
EKF2_EVA_NOISE,0.050000000745058060,9,exclude,,not selected by FS150 SITL policy
EKF2_EVP_GATE,5.000000000000000000,9,exclude,,not selected by FS150 SITL policy
EKF2_EVP_NOISE,0.100000001490116119,9,exclude,,not selected by FS150 SITL policy
EKF2_EVV_GATE,3.000000000000000000,9,exclude,,not selected by FS150 SITL policy
EKF2_EVV_NOISE,0.100000001490116119,9,exclude,,not selected by FS150 SITL policy
EKF2_EV_DELAY,175.000000000000000000,9,exclude,,not selected by FS150 SITL policy
EKF2_EV_NOISE_MD,0,6,exclude,,not selected by FS150 SITL policy
EKF2_EV_POS_X,0.000000000000000000,9,exclude,,not selected by FS150 SITL policy
EKF2_EV_POS_Y,0.000000000000000000,9,exclude,,not selected by FS150 SITL policy
EKF2_EV_POS_Z,0.000000000000000000,9,exclude,,not selected by FS150 SITL policy
EKF2_FUSE_BETA,0,6,exclude,,not selected by FS150 SITL policy
EKF2_GBIAS_INIT,0.100000001490116119,9,exclude,,not selected by FS150 SITL policy
EKF2_GND_EFF_DZ,4.000000000000000000,9,exclude,,not selected by FS150 SITL policy
EKF2_GND_MAX_HGT,0.500000000000000000,9,exclude,,not selected by FS150 SITL policy
EKF2_GPS_CHECK,245,6,exclude,,not selected by FS150 SITL policy
EKF2_GPS_DELAY,110.000000000000000000,9,exclude,,not selected by FS150 SITL policy
EKF2_GPS_POS_X,0.000000000000000000,9,exclude,,not selected by FS150 SITL policy
EKF2_GPS_POS_Y,0.000000000000000000,9,exclude,,not selected by FS150 SITL policy
EKF2_GPS_POS_Z,0.000000000000000000,9,exclude,,not selected by FS150 SITL policy
EKF2_GPS_P_GATE,5.000000000000000000,9,exclude,,not selected by FS150 SITL policy
EKF2_GPS_P_NOISE,0.500000000000000000,9,exclude,,estimator sensor offsets/calibration belong to the simulated sensor stack
EKF2_GPS_V_GATE,5.000000000000000000,9,exclude,,not selected by FS150 SITL policy
EKF2_GPS_V_NOISE,0.300000011920928955,9,exclude,,estimator sensor offsets/calibration belong to the simulated sensor stack
EKF2_GSF_TAS,15.000000000000000000,9,exclude,,not selected by FS150 SITL policy
EKF2_GYR_B_NOISE,0.001000000047497451,9,exclude,,not selected by FS150 SITL policy
EKF2_GYR_NOISE,0.014999999664723873,9,exclude,,not selected by FS150 SITL policy
EKF2_HDG_GATE,2.599999904632568359,9,exclude,,not selected by FS150 SITL policy
EKF2_HEAD_NOISE,0.300000011920928955,9,exclude,,not selected by FS150 SITL policy
EKF2_HGT_MODE,3,6,include,estimator_mocap,matched estimator_mocap:EKF2_HGT_MODE
EKF2_IMU_POS_X,0.000000000000000000,9,exclude,,not selected by FS150 SITL policy
EKF2_IMU_POS_Y,0.000000000000000000,9,exclude,,not selected by FS150 SITL policy
EKF2_IMU_POS_Z,0.000000000000000000,9,exclude,,not selected by FS150 SITL policy
EKF2_MAG_ACCLIM,0.500000000000000000,9,exclude,,not selected by FS150 SITL policy
EKF2_MAG_B_NOISE,0.000099999997473788,9,exclude,,estimator sensor offsets/calibration belong to the simulated sensor stack
EKF2_MAG_CHECK,0,6,exclude,,not selected by FS150 SITL policy
EKF2_MAG_DECL,0.000000000000000000,9,exclude,,not selected by FS150 SITL policy
EKF2_MAG_DELAY,0.000000000000000000,9,exclude,,not selected by FS150 SITL policy
EKF2_MAG_E_NOISE,0.001000000047497451,9,exclude,,estimator sensor offsets/calibration belong to the simulated sensor stack
EKF2_MAG_GATE,3.000000000000000000,9,exclude,,not selected by FS150 SITL policy
EKF2_MAG_NOISE,0.050000000745058060,9,exclude,,estimator sensor offsets/calibration belong to the simulated sensor stack
EKF2_MAG_TYPE,5,6,include,estimator_mocap,matched estimator_mocap:EKF2_MAG_TYPE
EKF2_MAG_YAWLIM,0.250000000000000000,9,exclude,,not selected by FS150 SITL policy
EKF2_MIN_OBS_DT,20,6,exclude,,not selected by FS150 SITL policy
EKF2_MIN_RNG,0.100000001490116119,9,exclude,,not selected by FS150 SITL policy
EKF2_MOVE_TEST,1.000000000000000000,9,exclude,,not selected by FS150 SITL policy
EKF2_MULTI_IMU,3,6,exclude,,not selected by FS150 SITL policy
EKF2_NOAID_NOISE,10.000000000000000000,9,exclude,,not selected by FS150 SITL policy
EKF2_NOAID_TOUT,5000000,6,exclude,,not selected by FS150 SITL policy
EKF2_OF_DELAY,20.000000000000000000,9,exclude,,not selected by FS150 SITL policy
EKF2_OF_GATE,3.000000000000000000,9,exclude,,not selected by FS150 SITL policy
EKF2_OF_N_MAX,0.500000000000000000,9,exclude,,not selected by FS150 SITL policy
EKF2_OF_N_MIN,0.150000005960464478,9,exclude,,not selected by FS150 SITL policy
EKF2_OF_POS_X,0.000000000000000000,9,exclude,,not selected by FS150 SITL policy
EKF2_OF_POS_Y,0.000000000000000000,9,exclude,,not selected by FS150 SITL policy
EKF2_OF_POS_Z,0.000000000000000000,9,exclude,,not selected by FS150 SITL policy
EKF2_OF_QMIN,1,6,exclude,,not selected by FS150 SITL policy
EKF2_PCOEF_XN,0.000000000000000000,9,exclude,,not selected by FS150 SITL policy
EKF2_PCOEF_XP,0.000000000000000000,9,exclude,,not selected by FS150 SITL policy
EKF2_PCOEF_YN,0.000000000000000000,9,exclude,,not selected by FS150 SITL policy
EKF2_PCOEF_YP,0.000000000000000000,9,exclude,,not selected by FS150 SITL policy
EKF2_PCOEF_Z,0.000000000000000000,9,exclude,,not selected by FS150 SITL policy
EKF2_REQ_EPH,3.000000000000000000,9,exclude,,not selected by FS150 SITL policy
EKF2_REQ_EPV,5.000000000000000000,9,exclude,,not selected by FS150 SITL policy
EKF2_REQ_GPS_H,10.000000000000000000,9,include,estimator_mocap,matched estimator_mocap:EKF2_REQ_GPS_H
EKF2_REQ_HDRIFT,0.100000001490116119,9,exclude,,not selected by FS150 SITL policy
EKF2_REQ_NSATS,6,6,exclude,,not selected by FS150 SITL policy
EKF2_REQ_PDOP,2.500000000000000000,9,exclude,,not selected by FS150 SITL policy
EKF2_REQ_SACC,0.500000000000000000,9,exclude,,not selected by FS150 SITL policy
EKF2_REQ_VDRIFT,0.200000002980232239,9,exclude,,not selected by FS150 SITL policy
EKF2_RNG_AID,1,6,exclude,,not selected by FS150 SITL policy
EKF2_RNG_A_HMAX,5.000000000000000000,9,exclude,,not selected by FS150 SITL policy
EKF2_RNG_A_IGATE,1.000000000000000000,9,exclude,,not selected by FS150 SITL policy
EKF2_RNG_A_VMAX,1.000000000000000000,9,exclude,,not selected by FS150 SITL policy
EKF2_RNG_DELAY,5.000000000000000000,9,exclude,,not selected by FS150 SITL policy
EKF2_RNG_GATE,5.000000000000000000,9,exclude,,not selected by FS150 SITL policy
EKF2_RNG_NOISE,0.100000001490116119,9,exclude,,not selected by FS150 SITL policy
EKF2_RNG_PITCH,0.000000000000000000,9,exclude,,not selected by FS150 SITL policy
EKF2_RNG_POS_X,0.000000000000000000,9,exclude,,not selected by FS150 SITL policy
EKF2_RNG_POS_Y,0.000000000000000000,9,exclude,,not selected by FS150 SITL policy
EKF2_RNG_POS_Z,0.000000000000000000,9,exclude,,not selected by FS150 SITL policy
EKF2_RNG_QLTY_T,1.000000000000000000,9,exclude,,not selected by FS150 SITL policy
EKF2_RNG_SFE,0.050000000745058060,9,exclude,,not selected by FS150 SITL policy
EKF2_SEL_ERR_RED,0.200000002980232239,9,exclude,,not selected by FS150 SITL policy
EKF2_SEL_IMU_ACC,1.000000000000000000,9,exclude,,not selected by FS150 SITL policy
EKF2_SEL_IMU_ANG,15.000000000000000000,9,exclude,,not selected by FS150 SITL policy
EKF2_SEL_IMU_RAT,7.000000000000000000,9,exclude,,not selected by FS150 SITL policy
EKF2_SEL_IMU_VEL,2.000000000000000000,9,exclude,,not selected by FS150 SITL policy
EKF2_SYNT_MAG_Z,0,6,exclude,,not selected by FS150 SITL policy
EKF2_TAS_GATE,3.000000000000000000,9,exclude,,not selected by FS150 SITL policy
EKF2_TAU_POS,0.250000000000000000,9,exclude,,not selected by FS150 SITL policy
EKF2_TAU_VEL,0.250000000000000000,9,exclude,,not selected by FS150 SITL policy
EKF2_TERR_GRAD,0.500000000000000000,9,exclude,,not selected by FS150 SITL policy
EKF2_TERR_MASK,3,6,exclude,,not selected by FS150 SITL policy
EKF2_TERR_NOISE,5.000000000000000000,9,exclude,,not selected by FS150 SITL policy
EKF2_WIND_NOISE,0.100000001490116119,9,exclude,,not selected by FS150 SITL policy
EV_TSK_RC_LOSS,0,6,exclude,,not selected by FS150 SITL policy
EV_TSK_STAT_DIS,0,6,exclude,,not selected by FS150 SITL policy
FD_ESCS_EN,1,6,exclude,,not selected by FS150 SITL policy
FD_EXT_ATS_EN,0,6,exclude,,not selected by FS150 SITL policy
FD_EXT_ATS_TRIG,1900,6,exclude,,not selected by FS150 SITL policy
FD_FAIL_P,60,6,exclude,,not selected by FS150 SITL policy
FD_FAIL_P_TTRI,0.300000011920928955,9,exclude,,not selected by FS150 SITL policy
FD_FAIL_R,60,6,exclude,,not selected by FS150 SITL policy
FD_FAIL_R_TTRI,0.300000011920928955,9,exclude,,not selected by FS150 SITL policy
GF_ACTION,2,6,exclude,,not selected by FS150 SITL policy
GF_ALTMODE,0,6,exclude,,not selected by FS150 SITL policy
GF_COUNT,-1,6,exclude,,not selected by FS150 SITL policy
GF_MAX_HOR_DIST,0.000000000000000000,9,exclude,,not selected by FS150 SITL policy
GF_MAX_VER_DIST,0.000000000000000000,9,exclude,,not selected by FS150 SITL policy
GF_SOURCE,0,6,exclude,,not selected by FS150 SITL policy
GPS_1_CONFIG,0,6,exclude,,serial/GPS/UAVCAN device ownership is not portable in SITL
GPS_2_CONFIG,0,6,exclude,,serial/GPS/UAVCAN device ownership is not portable in SITL
GPS_DUMP_COMM,0,6,exclude,,serial/GPS/UAVCAN device ownership is not portable in SITL
GPS_YAW_OFFSET,0.000000000000000000,9,exclude,,serial/GPS/UAVCAN device ownership is not portable in SITL
HTE_ACC_GATE,3.000000000000000000,9,exclude,,not selected by FS150 SITL policy
HTE_HT_ERR_INIT,0.100000001490116119,9,exclude,,not selected by FS150 SITL policy
HTE_HT_NOISE,0.003599999938160181,9,exclude,,not selected by FS150 SITL policy
IMU_ACCEL_CUTOFF,30.000000000000000000,9,exclude,,not selected by FS150 SITL policy
IMU_DGYRO_CUTOFF,35.000000000000000000,9,include,control,matched control:IMU_DGYRO_CUTOFF
IMU_GYRO_CAL_EN,1,6,exclude,,not selected by FS150 SITL policy
IMU_GYRO_CUTOFF,35.000000000000000000,9,include,control,matched control:IMU_GYRO_CUTOFF
IMU_GYRO_DYN_NF,0,6,exclude,,not selected by FS150 SITL policy
IMU_GYRO_FFT_EN,1,6,exclude,,not selected by FS150 SITL policy
IMU_GYRO_FFT_LEN,1024,6,exclude,,not selected by FS150 SITL policy
IMU_GYRO_FFT_MAX,192.000000000000000000,9,exclude,,not selected by FS150 SITL policy
